Club,Boat Type,Sub Category,Rank,Event
DE MONTFORT UNIVERSITY,4x,WCLwt4x,6,BUCS Head 2018
UNIVERSITY OF YORK,4x,WCLwt4x,7,BUCS Head 2018
UNIVERSITY OF LONDON,4+,WC4+,1,BUCS Head 2018
UNIVERSITY OF GLASGOW,4+,WC4+,2,BUCS Head 2018
UNIVERSITY OF BRISTOL,4+,WC4+,3,BUCS Head 2018
UNIVERSITY OF EXETER,4+,WC4+,4=,BUCS Head 2018
DURHAM UNIVERSITY,4+,WC4+,4=,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4+,WC4+,6,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4+,WC4+,7,BUCS Head 2018
NEWCASTLE UNIVERSITY,4+,WInt4+,1,BUCS Head 2018
UNIVERSITY OF BATH,4+,WInt4+,1=,BUCS Head 2018
DURHAM UNIVERSITY,4+,WInt4+,2,BUCS Head 2018
UNIVERSITY OF LONDON,4+,WInt4+,3,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,4+,WInt4+,4,BUCS Head 2018
UNIVERSITY OF BRISTOL,4+,WInt4+,5,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4+,WInt4+,6,BUCS Head 2018
KING'S COLLEGE LONDON,4+,WInt4+,7,BUCS Head 2018
UNIVERSITY OF SURREY,4+,WInt4+,8,BUCS Head 2018
UNIVERSITY OF LEEDS,4+,WInt4+,9,BUCS Head 2018
UNIVERSITY OF LIVERPOOL,4+,WInt4+,10,BUCS Head 2018
UNIVERSITY OF ABERDEEN,4+,WInt4+,11,BUCS Head 2018
UNIVERSITY OF MANCHESTER,4+,WInt4+,12,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4+,WInt4+,13=,BUCS Head 2018
UNIVERSITY OF GLASGOW,4+,WInt4+,15,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,4+,WInt4+,16,BUCS Head 2018
NEWCASTLE UNIVERSITY,4+,WInt4+,17,BUCS Head 2018
UNIVERSITY OF DUNDEE,4+,WInt4+,18,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4+,WInt4+,19,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4+,WInt4+,20,BUCS Head 2018
UNIVERSITY OF BRISTOL,4+,WInt4+,21,BUCS Head 2018
UNIVERSITY OF LEEDS,4+,WInt4+,22,BUCS Head 2018
UNIVERSITY OF EAST ANGLIA,4+,WInt4+,23,BUCS Head 2018
UNIVERSITY OF BRISTOL,4+,WInt4+,24,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4+,WInt4+,25,BUCS Head 2018
UNIVERSITY OF STRATHCLYDE,4+,WInt4+,26,BUCS Head 2018
UNIVERSITY OF ABERDEEN,4+,WInt4+,27,BUCS Head 2018
UNIVERSITY OF EAST ANGLIA,4+,WInt4+,28,BUCS Head 2018
UNIVERSITY OF THE WEST OF ENGLAND (UWE),4+,WInt4+,SCR,BUCS Head 2018
BANGOR UNIVERSITY,4+,WInt4+,SCR,BUCS Head 2018
UNIVERSITY COLLEGE LONDON,4+,WInt4+,SCR,BUCS Head 2018
UNIVERSITY OF STRATHCLYDE,4+,WInt4+,SCR,BUCS Head 2018
UNIVERSITY OF ST ANDREWS,4+,WInt4+,-,BUCS Head 2018
NEWCASTLE UNIVERSITY,4+,WInt4+,-,BUCS Head 2018
READING UNIVERSITY,4x,WC4x,1,BUCS Head 2018
UNIVERSITY OF LONDON,4x,WC4x,2,BUCS Head 2018
UNIVERSITY OF BATH,4x,WC4x,3,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,4x,WC4x,4,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4x,WC4x,5,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4x,WC4x,-,BUCS Head 2018
DURHAM UNIVERSITY,4x,WC4x,SCR,BUCS Head 2018
HARTPURY UNIVERSITY CENTRE,4x,WC4x,DNF,BUCS Head 2018
READING UNIVERSITY,4x,WInt4x,1,BUCS Head 2018
NEWCASTLE UNIVERSITY,4x,WInt4x,2,BUCS Head 2018
UNIVERSITY OF LONDON,4x,WInt4x,3,BUCS Head 2018
UNIVERSITY OF WORCESTER,4x,WInt4x,4,BUCS Head 2018
UNIVERSITY OF GLASGOW,4x,WInt4x,5,BUCS Head 2018
READING UNIVERSITY,4x,WInt4x,6,BUCS Head 2018
UNIVERSITY OF SURREY,4x,WInt4x,7,BUCS Head 2018
UNIVERSITY OF BATH,4x,WInt4x,8,BUCS Head 2018
UNIVERSITY OF SHEFFIELD,4x,WInt4x,9,BUCS Head 2018
UNIVERSITY OF YORK,4x,WInt4x,10,BUCS Head 2018
KEELE UNIVERSITY,4x,WInt4x,11,BUCS Head 2018
HARTPURY UNIVERSITY CENTRE,4x,WInt4x,12,BUCS Head 2018
UNIVERSITY OF LIVERPOOL,4x,WInt4x,13,BUCS Head 2018
SHEFFIELD HALLAM UNIVERSITY,4x,WInt4x,14,BUCS Head 2018
BANGOR UNIVERSITY,4x,WInt4x,15,BUCS Head 2018
UNIVERSITY OF MANCHESTER,4x,WInt4x,16,BUCS Head 2018
BANGOR UNIVERSITY,4x,WInt4x,17,BUCS Head 2018
UNIVERSITY OF ABERDEEN,4x,WInt4x,SCR,BUCS Head 2018
UNIVERSITY OF GLASGOW,4x,WInt4x,SCR,BUCS Head 2018
LOUGHBOROUGH UNIVERSITY,4x,WInt4x,SCR,BUCS Head 2018
UNIVERSITY OF LONDON,4x,WInt4x,SCR,BUCS Head 2018
UNIVERSITY OF LONDON,4-,WC4-,1,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4-,WC4-,2,BUCS Head 2018
DURHAM UNIVERSITY,4-,WC4-,3,BUCS Head 2018
NEWCASTLE UNIVERSITY,4-,WC4-,4,BUCS Head 2018
UNIVERSITY OF BATH,4-,WC4-,5,BUCS Head 2018
UNIVERSITY OF BRISTOL,4-,WC4-,6,BUCS Head 2018
UNIVERSITY OF EDINBURGH,4-,WC4-,7,BUCS Head 2018
IMPERIAL COLLEGE LONDON,4-,WC4-,8,BUCS Head 2018
UNIVERSITY OF EXETER,4-,WC4-,9,BUCS Head 2018
UNIVERSITY OF BIRMINGHAM,4-,WC4-,10,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4-,WC4-,SCR,BUCS Head 2018
NEWCASTLE UNIVERSITY,4-,WCLwt4-,1,BUCS Head 2018
UNIVERSITY OF EXETER,4-,WCLwt4-,2,BUCS Head 2018
DURHAM UNIVERSITY,4-,WCLwt4-,3,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4-,WCLwt4-,4,BUCS Head 2018
QUEEN'S UNIVERSITY BELFAST,4-,WCLwt4-,5,BUCS Head 2018
UNIVERSITY OF NOTTINGHAM,4-,WCLwt4-,8,BUCS Head 2018
UNIVERSITY OF BRISTOL,4-,WCLWT4-,6,BUCS Head 2018
UNIVERSITY OF BATH,4-,WCLWT4-,7,BUCS Head 2018
LEANDER CLUB A,8+,Elite,1,WeHORR 2018
CAMBRIDGE UNIVERSITY WOMENS BOAT CLUB A,8+,Elite: University,2,WeHORR 2018
IMPERIAL COLLEGE BOAT CLUB A,8+,Elite,3,WeHORR 2018
MOLESEY BOAT CLUB A,8+,Elite: Club,4,WeHORR 2018
UNIVERSITY OF LONDON BOAT CLUB A,8+,Elite,5,WeHORR 2018
OXFORD BROOKES UNIVERSITY BOAT CLUB A,8+,Senior,6,WeHORR 2018
EDINBURGH UNIVERSITY BOAT CLUB A,8+,Senior: University,7,WeHORR 2018
CAMBRIDGE UNIVERSITY WOMENS BOAT CLUB B,8+,Senior: University,8,WeHORR 2018
LEANDER CLUB B,8+,Elite: Club,9,WeHORR 2018
TIDEWAY SCULLERS SCHOOL A,8+,Intermediate: Club,10,WeHORR 2018
NEWCASTLE UNIVERSITY BOAT CLUB A,8+,Senior,11,WeHORR 2018
THAMES ROWING CLUB A,8+,Senior: Club,12,WeHORR 2018
EXETER UNIVERSITY BOAT CLUB A,8+,Senior: University,13,WeHORR 2018
HENLEY ROWING CLUB A,8+,School/Junior,14,WeHORR 2018
UNIVERSITY OF LONDON BOAT CLUB B,8+,Intermediate,15,WeHORR 2018
OXFORD BROOKES UNIVERSITY BOAT CLUB B,8+,Intermediate,16,WeHORR 2018
NEWCASTLE UNIVERSITY BOAT CLUB B,8+,Intermediate: University,17,WeHORR 2018
DURHAM UNIVERSITY BOAT CLUB A,8+,Senior: University,18,WeHORR 2018
NOTTINGHAM ROWING CLUB A,8+,Senior: Provincial Club,19,WeHORR 2018
CANTABRIGIAN ROWING CLUB A,8+,Intermediate: Provincial Club,20,WeHORR 2018
MOLESEY BOAT CLUB B,8+,Intermediate: Club,21,WeHORR 2018
HEADINGTON SCHOOL OXFORD BOAT CLUB A,8+,Intermediate,22,WeHORR 2018
TIDEWAY SCULLERS SCHOOL B,8+,Intermediate: Club,23,WeHORR 2018
THAMES ROWING CLUB B,8+,Intermediate: Club,24,WeHORR 2018
MARLOW ROWING CLUB A,8+,School/Junior,25,WeHORR 2018
BRISTOL UNIVERSITY BOAT CLUB A,8+,Intermediate: University,26,WeHORR 2018
OXFORD BROOKES UNIVERSITY BOAT CLUB C,8+,Intermediate,27,WeHORR 2018
IMPERIAL COLLEGE BOAT CLUB B,8+,Intermediate: University,28,WeHORR 2018
CUS MILANO,8+,Overseas,29,WeHORR 2018
VESTA ROWING CLUB A,8+,Intermediate: Club,30,WeHORR 2018
EDINBURGH UNIVERSITY BOAT CLUB B,8+,Intermediate: University,31,WeHORR 2018
UNIVERSITY OF LONDON BOAT CLUB C,8+,Intermediate: University,32,WeHORR 2018
AURIOL KENSINGTON ROWING CLUB A,8+,Intermediate: Club,33,WeHORR 2018
GLASGOW UNIVERSITY BOAT CLUB A,8+,Intermediate: University,34,WeHORR 2018
DURHAM UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,35,WeHORR 2018
MORTLAKE ANGLIAN & ALPHA BOAT CLUB A,8+,Intermediate: Club,36,WeHORR 2018
AGECROFT ROWING CLUB A,8+,Intermediate: Provincial Club,37,WeHORR 2018
NOTTINGHAMSHIRE COUNTY ROWING ASSN,8+,Intermediate: Provincial Club,38,WeHORR 2018
CITY OF OXFORD ROWING CLUB A,8+,Intermediate,39,WeHORR 2018
BATH UNIVERSITY BOAT CLUB A,8+,Intermediate: University,40,WeHORR 2018
LEA ROWING CLUB A,8+,Masters B,41,WeHORR 2018
CAMBRIDGE UNIVERSITY WOMENS BOAT CLUB C,8+,Intermediate: University I,42,WeHORR 2018
NOTTINGHAM UNIVERSITY BOAT CLUB A,8+,Senior,43,WeHORR 2018
HENLEY ROWING CLUB B,8+,Intermediate: Club,44,WeHORR 2018
GROSVENOR ROWING CLUB A,8+,Senior: Provincial Club,45,WeHORR 2018
PUTNEY TOWN ROWING CLUB A,8+,Intermediate: Club,46,WeHORR 2018
UPPER THAMES ROWING CLUB,8+,Elite: Club,47,WeHORR 2018
QUINTIN BC/TIDEWAY SCULLERS SCHOOL/KINGSTON RC/LONDON RC/MORTLAKEA&ABC,8+,Masters B,48,WeHORR 2018
ST ANDREWS UNIVERSITY BOAT CLUB A,8+,Intermediate: University,49,WeHORR 2018
WALLINGFORD ROWING CLUB A,8+,Masters D,50,WeHORR 2018
LEA ROWING CLUB D,8+,School/Junior,51,WeHORR 2018
AGECROFT ROWING CLUB B,8+,Intermediate: Provincial Club,52,WeHORR 2018
CITY OF BRISTOL ROWING CLUB A,8+,Intermediate: Provincial Club,53,WeHORR 2018
VESTA ROWING CLUB B,8+,Intermediate: Club,54,WeHORR 2018
NEWCASTLE UNIVERSITY BOAT CLUB C,8+,Intermediate,55,WeHORR 2018
SIR WILLIAM PERKINSS SCHOOL ROWING CLUB,8+,School/Junior,56,WeHORR 2018
HEADINGTON SCHOOL OXFORD BOAT CLUB B,8+,School/Junior,57,WeHORR 2018
TIDEWAY SCULLERS SCHOOL C,8+,Intermediate: Club,58,WeHORR 2018
BIRMINGHAM UNIVERSITY BOAT CLUB A,8+,Intermediate: University,59,WeHORR 2018
CANTABRIGIAN ROWING CLUB B,8+,Intermediate: Provincial Club,60,WeHORR 2018
CURLEW ROWING CLUB A,8+,Intermediate: Club M,61,WeHORR 2018
TIDEWAY SCULLERS SCHOOL D,8+,School/Junior,62,WeHORR 2018
SOUTHAMPTON UNIVERSITY BOAT CLUB A,8+,Intermediate: University,63,WeHORR 2018
BRISTOL UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,64,WeHORR 2018
BARNES BRIDGE LADIES ROWING CLUB A,8+,Intermediate: Club,65,WeHORR 2018
ROYAL CHESTER ROWING CLUB,8+,Intermediate: Provincial Club,66,WeHORR 2018
STAINES BOAT CLUB A,8+,Intermediate: Club M,67,WeHORR 2018
SURREY UNIVERSITY BOAT CLUB A,8+,Intermediate: University,68,WeHORR 2018
MOLESEY BOAT CLUB C,8+,Intermediate: Club,69,WeHORR 2018
THAMES ROWING CLUB C,8+,Intermediate: Club,70,WeHORR 2018
ROWING CLUB LAUSANNE,8+,Overseas,71,WeHORR 2018
UPPER THAMES ROWING CLUB/CITY OF SHEFFIELD RC,8+,Masters D,72,WeHORR 2018
ST ANDREW BOAT CLUB A,8+,Intermediate: Provincial Club S,73,WeHORR 2018
SCOTTISH ARGONAUTS,8+,School/Junior,74,WeHORR 2018
GLASGOW ACADEMY RC/GLASGOW SCHOOLS RC,8+,School/Junior,75,WeHORR 2018
TYNE AMATEUR ROWING CLUB,8+,Intermediate: Provincial Club M,76,WeHORR 2018
JESUS COLLEGE BOAT CLUB A,8+,Intermediate,77,WeHORR 2018
GLASGOW UNIVERSITY BOAT CLUB B,8+,Intermediate,78,WeHORR 2018
SURBITON HIGH SCHOOL BOAT CLUB,8+,Intermediate,79,WeHORR 2018
NEWNHAM COLLEGE BOAT CLUB,8+,Intermediate: University I,80,WeHORR 2018
REAL CLUB MEDITERRANEO,8+,Overseas,81,WeHORR 2018
FULHAM REACH BOAT CLUB,8+,Senior: Club S,82,WeHORR 2018
DART-TOTNES AMATEUR ROWING CLUB B,8+,Novice Club,83,WeHORR 2018
LLANDAFF ROWING CLUB,8+,Intermediate: Provincial Club S,84,WeHORR 2018
LEEDS UNIVERSITY BOAT CLUB A,8+,Intermediate: University,85,WeHORR 2018
CARDIFF UNIVERSITY BOAT CLUB A,8+,Intermediate: University,86,WeHORR 2018
YORK UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,87,WeHORR 2018
QUEENS UNIVERSITY BELFAST LADIES BOAT CLUB A,8+,Overseas: University,88,WeHORR 2018
ABERDEEN UNIVERSITY BC/ROBERT GORDON UNIVERSITY BC A,8+,Intermediate,89,WeHORR 2018
EDINBURGH UNIVERSITY BOAT CLUB C,8+,Intermediate: University I,90,WeHORR 2018
UNIVERSITY OF LONDON BOAT CLUB D,8+,Intermediate,91,WeHORR 2018
GLOUCESTER HARTPURY/GLOUCESTERSHIRE UNIVERSITY RC,8+,Intermediate,92,WeHORR 2018
NEWARK RC/DERBY RC,8+,Intermediate,93,WeHORR 2018
MARLOW ROWING CLUB C,8+,Intermediate: Club,94,WeHORR 2018
ARDINGLY ROWING CLUB,8+,Intermediate: Provincial Club M,95,WeHORR 2018
ARMY ROWING CLUB,8+,Intermediate: Club S,96,WeHORR 2018
DOWNING COLLEGE BOAT CLUB,8+,Intermediate: University I,97,WeHORR 2018
LEEDS ROWING CLUB,8+,Intermediate: Provincial Club S,98,WeHORR 2018
RUDER-CLUB TEGEL/RUDER-CLUB POTSDAM,8+,Overseas,99,WeHORR 2018
EMMANUEL BOAT CLUB A,8+,Intermediate: University I,100,WeHORR 2018
LIVERPOOL UNIVERSITY BOAT CLUB A,8+,Intermediate: University,101,WeHORR 2018
EXETER UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,102,WeHORR 2018
WORCESTER ROWING CLUB A,8+,Intermediate: Provincial Club M,103,WeHORR 2018
NEW COLLEGE BOAT CLUB,8+,Intermediate: University,104,WeHORR 2018
RUDER-CLUB TEGEL 1886 E.V,8+,Overseas Masters C,105,WeHORR 2018
WOLFSON COLLEGE (OXFORD) BOAT CLUB,8+,Intermediate: University I,106,WeHORR 2018
MORTLAKE ANGLIAN & ALPHA BOAT CLUB C,8+,Intermediate: Club,107,WeHORR 2018
WARWICK UNIVERSITY BOAT CLUB A,8+,Intermediate: University,108,WeHORR 2018
ST ANDREW BOAT CLUB B,8+,Intermediate: Provincial Club S,109,WeHORR 2018
WALTON ROWING CLUB A,8+,Novice Club,110,WeHORR 2018
NOTTINGHAM ROWING CLUB B,8+,Intermediate: Provincial Club,111,WeHORR 2018
BATH UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,112,WeHORR 2018
WEYBRIDGE ROWING CLUB A,8+,Intermediate: Club M,113,WeHORR 2018
SONS OF THE THAMES ROWING CLUB A,8+,Intermediate: Club,114,WeHORR 2018
KINGS COLLEGE LONDON BOAT CLUB A,8+,Intermediate: University I,115,WeHORR 2018
CAMBRIDGE 99 ROWING CLUB A,8+,Intermediate: Provincial Club,116,WeHORR 2018
MAIDSTONE INVICTA ROWING CLUB A,8+,School/Junior,117,WeHORR 2018
CITY OF BRISTOL ROWING CLUB B,8+,Intermediate: Provincial Club,118,WeHORR 2018
WARWICK BOAT CLUB,8+,Intermediate: Provincial Club M,119,WeHORR 2018
QUEENS COLLEGE (CAMBRIDGE) BOAT CLUB,8+,Intermediate: University I,120,WeHORR 2018
MORTLAKE ANGLIAN & ALPHA BOAT CLUB B,8+,Masters D,121,WeHORR 2018
THAMES ROWING CLUB E,8+,Novice Club,122,WeHORR 2018
LEA ROWING CLUB B,8+,Intermediate: Club,123,WeHORR 2018
PUTNEY TOWN ROWING CLUB C,8+,Masters B,124,WeHORR 2018
READING ROWING CLUB A,8+,Intermediate: Club,125,WeHORR 2018
VESTA ROWING CLUB C,8+,Intermediate: Club,126,WeHORR 2018
FURNIVALL SCULLING CLUB A,8+,Intermediate: Club,127,WeHORR 2018
CANTABRIGIAN ROWING CLUB C,8+,Intermediate: Provincial Club,128,WeHORR 2018
QUEENS UNIVERSITY BELFAST LADIES BOAT CLUB B,8+,Overseas: University,129,WeHORR 2018
DURHAM UNIVERSITY BOAT CLUB D,8+,Novice Club,130,WeHORR 2018
HSBC ROWING CLUB,8+,Masters B: Club M,131,WeHORR 2018
CITY OF SHEFFIELD ROWING CLUB,8+,Intermediate: Provincial Club M,132,WeHORR 2018
EXETER UNIVERSITY BOAT CLUB C,8+,Intermediate: University I,133,WeHORR 2018
MILTON KEYNES ROWING CLUB,8+,Intermediate: Provincial Club M,134,WeHORR 2018
ROYAL FREE & UNIV COLL MEDICAL SCHOOL BOAT CLUB A,8+,Intermediate: University I,135,WeHORR 2018
CHRIST CHURCH BOAT CLUB,8+,Elite,136,WeHORR 2018
NOTTINGHAM UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,137,WeHORR 2018
PEMBROKE COLLEGE (CAMBRIDGE) BOAT CLUB,8+,Novice Academic: 5,138,WeHORR 2018
VAN MILDERT BOAT CLUB,8+,Intermediate: University I,139,WeHORR 2018
ABERDEEN UNIVERSITY BOAT CLUB,8+,Novice Academic,140,WeHORR 2018
MANCHESTER UNIVERSITY BOAT CLUB A,8+,Intermediate: University,141,WeHORR 2018
CURLEW ROWING CLUB C,8+,Masters A: Club M,142,WeHORR 2018
TRAFFORD ROWING CLUB,8+,Intermediate: Provincial Club M,143,WeHORR 2018
MINERVA BATH ROWING CLUB,8+,Intermediate: Provincial Club S,144,WeHORR 2018
ST AIDANS COLLEGE BOAT CLUB A,8+,Intermediate: University I,145,WeHORR 2018
HERTFORD COLLEGE BOAT CLUB,8+,Intermediate: University I,146,WeHORR 2018
BATH UNIVERSITY BOAT CLUB C,8+,Intermediate: University I,147,WeHORR 2018
ROYAL AIR FORCE ROWING CLUB,8+,Intermediate: Club M,148,WeHORR 2018
DARWIN COLLEGE BOAT CLUB,8+,Intermediate: University I,149,WeHORR 2018
CITY OF CAMBRIDGE RC/ST NEOTS RC,8+,Intermediate,150,WeHORR 2018
UNIVERSITY OF WEST OF ENGLAND BOAT CLUB A,8+,Intermediate: University,151,WeHORR 2018
PUTNEY TOWN ROWING CLUB B,8+,Intermediate: Club,152,WeHORR 2018
CLARE BOAT CLUB,8+,Novice Academic,153,WeHORR 2018
CASTLE DORE ROWING CLUB,8+,School/Junior,154,WeHORR 2018
BRIDGNORTH ROWING CLUB,8+,Intermediate: Provincial Club S,155,WeHORR 2018
LEA ROWING CLUB C,8+,Intermediate: Club,156,WeHORR 2018
LADY MARGARET HALL BOAT CLUB,8+,Intermediate: University I,157,WeHORR 2018
THAMES ROWING CLUB D,8+,Masters B,158,WeHORR 2018
STRATHCLYDE UNIVERSITY BOAT CLUB,8+,Novice Academic,159,WeHORR 2018
SIDNEY SUSSEX COLLEGE BOAT CLUB,8+,Novice Academic,160,WeHORR 2018
ST HILD & ST BEDE COLLEGE BOAT CLUB,8+,Intermediate: University I,161,WeHORR 2018
CORPUS CHRISTI COLLEGE (OXFORD) BC,8+,Novice Academic,162,WeHORR 2018
ST ANDREWS UNIVERSITY BOAT CLUB B,8+,Novice Academic,163,WeHORR 2018
PETERBOROUGH CITY ROWING CLUB,8+,Masters B: Provincial Club M,164,WeHORR 2018
SHOREHAM ROWING CLUB,8+,Intermediate: Provincial Club S,165,WeHORR 2018
SWANSEA UNIVERSITY ROWING CLUB,8+,Intermediate: University,166,WeHORR 2018
BALLIOL COLLEGE BOAT CLUB,8+,Novice Academic,167,WeHORR 2018
PLYMOUTH UNIVERSITY ROWING CLUB,8+,Intermediate: University,168,WeHORR 2018
KINGS COLLEGE BOAT CLUB,8+,Intermediate: University I,169,WeHORR 2018
KEBLE COLLEGE BC/ABERYSTWYTH RC (WSRA),8+,Intermediate,170,WeHORR 2018
LADY MARGARET BOAT CLUB A,8+,Intermediate: University I,171,WeHORR 2018
BIRMINGHAM UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,172,WeHORR 2018
YORK UNIVERSITY BOAT CLUB C,8+,Novice Academic,173,WeHORR 2018
ST BARTHOLOMEWS & THE ROYAL LONDON HOSPITALS BC A,8+,Intermediate: University I,174,WeHORR 2018
HERIOT-WATT UNIVERSITY BOAT CLUB,8+,Intermediate: University,175,WeHORR 2018
WALLINGFORD ROWING CLUB B,8+,Masters C,176,WeHORR 2018
TEAM KEANE SCULLING SCHOOL,8+,Intermediate: Club S,177,WeHORR 2018
LUCY CAVENDISH COLLEGE BOAT CLUB A,8+,Intermediate: University I,178,WeHORR 2018
BOURNEMOUTH UNIVERSITY BOAT CLUB A,8+,Intermediate: University,179,WeHORR 2018
MAGDALENE BOAT CLUB,8+,Intermediate: University I,180,WeHORR 2018
SHEFFIELD UNIVERSITY ROWING CLUB A,8+,Senior: University,181,WeHORR 2018
IMPERIAL COLLEGE SCHOOL OF MEDICINE BOAT CLUB A,8+,Intermediate: University I,182,WeHORR 2018
WORCESTER UNIVERSITY ROWING CLUB A,8+,Intermediate,183,WeHORR 2018
IMPERIAL COLLEGE BOAT CLUB C,8+,Novice Academic,184,WeHORR 2018
CAMBRIDGE 99 ROWING CLUB B,8+,Intermediate: Provincial Club,185,WeHORR 2018
UNIVERSITY COLLEGE LONDON BOAT CLUB B,8+,Intermediate: University I,186,WeHORR 2018
CARDIFF CITY RC/CARDIFF UNIVERSITY BC,8+,Intermediate,187,WeHORR 2018
CHAMPION OF THE THAMES (CAMBRIDGE) RC A,8+,Masters C: Provincial Club M,188,WeHORR 2018
ROYAL VETERINARY COLLEGE BOAT CLUB A,8+,Novice Academic,189,WeHORR 2018
CITY OF BRISTOL ROWING CLUB C,8+,Intermediate: Provincial Club,190,WeHORR 2018
HATFIELD COLLEGE BOAT CLUB,8+,Intermediate: University I,191,WeHORR 2018
HUGHES HALL BOAT CLUB,8+,Intermediate: University I,192,WeHORR 2018
JESUS COLLEGE BOAT CLUB B,8+,Intermediate,193,WeHORR 2018
GREY COLLEGE BOAT CLUB A,8+,Intermediate: University I,194,WeHORR 2018
FIRST AND THIRD TRINITY BOAT CLUB,8+,Intermediate: University I,195,WeHORR 2018
MURRAY EDWARDS COLLEGE BOAT CLUB,8+,Intermediate: University I,196,WeHORR 2018
ST CATHARINES COLLEGE (CAMBRIDGE) BOAT CLUB,8+,Intermediate: University I,197,WeHORR 2018
CHESTERTON ROWING CLUB A,8+,Intermediate: Provincial Club M,198,WeHORR 2018
DART-TOTNES AMATEUR ROWING CLUB A,8+,Intermediate: Provincial Club S,199,WeHORR 2018
FITZWILLIAM COLLEGE BOAT CLUB,8+,Intermediate: University I,200,WeHORR 2018
ST MARYS COLLEGE BOAT CLUB,8+,Intermediate,201,WeHORR 2018
CITY OF OXFORD ROWING CLUB B,8+,School/Junior,202,WeHORR 2018
AURIOL KENSINGTON ROWING CLUB B,8+,Intermediate: Club,203,WeHORR 2018
MARLOW ROWING CLUB B,8+,Intermediate: Club,204,WeHORR 2018
CHESTER UNIVERSITY ROWING CLUB,8+,Intermediate: University,205,WeHORR 2018
ST CUTHBERTS SOCIETY BOAT CLUB A,8+,Intermediate: University I,206,WeHORR 2018
CARDIFF UNIVERSITY BOAT CLUB B,8+,Novice Academic,207,WeHORR 2018
LIVERPOOL UNIVERSITY BOAT CLUB B,8+,Novice Academic,208,WeHORR 2018
CANTABRIGIAN ROWING CLUB D,8+,Intermediate: Provincial Club,209,WeHORR 2018
HENLEY ROWING CLUB C,8+,Masters D,210,WeHORR 2018
EMMANUEL BOAT CLUB B,8+,Novice Academic,211,WeHORR 2018
ST JOHNS COLLEGE (DURHAM) BOAT CLUB A,8+,Intermediate: University I,212,WeHORR 2018
BARNES BRIDGE LADIES ROWING CLUB B,8+,Intermediate: Club,213,WeHORR 2018
GLASGOW UNIVERSITY BOAT CLUB C,8+,Novice Academic,214,WeHORR 2018
LEICESTER UNIVERSITY BOAT CLUB,8+,Novice Academic,215,WeHORR 2018
PUTNEY TOWN ROWING CLUB/PARRS PRIORY ROWING CLUB,8+,Masters C,216,WeHORR 2018
YORK UNIVERSITY BOAT CLUB A,8+,Intermediate: University,217,WeHORR 2018
LEEDS UNIVERSITY BOAT CLUB C,8+,Novice Academic,218,WeHORR 2018
ST JOHNS COLLEGE (OXFORD) BOAT CLUB,8+,Intermediate: University I,219,WeHORR 2018
CASTLE DORE RC/CITY OF CAMBRIDGE RC,8+,Novice Club,220,WeHORR 2018
LEEDS UNIVERSITY BOAT CLUB B,8+,Intermediate: University I,221,WeHORR 2018
CURLEW ROWING CLUB B,8+,Intermediate: Club M,222,WeHORR 2018
READING ROWING CLUB B,8+,Intermediate: Club,223,WeHORR 2018
BRISTOL UNIVERSITY BOAT CLUB D,8+,Novice Academic,224,WeHORR 2018
CHAMPION OF THE THAMES (CAMBRIDGE) RC B,8+,Masters D: Provincial Club M,225,WeHORR 2018
WORTHING ROWING CLUB,8+,Novice Club: 2,226,WeHORR 2018
NORTH STAFFORDSHIRE ROWING CLUB,8+,Masters C,227,WeHORR 2018
ROBINSON COLLEGE BOAT CLUB,8+,Intermediate: University I,228,WeHORR 2018
SHEFFIELD UNIVERSITY ROWING CLUB B,8+,Intermediate: University I,229,WeHORR 2018
ROYAL FREE & UNIV COLL MEDICAL SCHOOL BOAT CLUB B,8+,Novice Academic,230,WeHORR 2018
LADY MARGARET BOAT CLUB B,8+,Novice Academic,231,WeHORR 2018
STAINES BOAT CLUB B,8+,Intermediate: Club M,232,WeHORR 2018
UNIVERSITY OF EAST ANGLIA BOAT CLUB,8+,Intermediate: University,233,WeHORR 2018
BEWDLEY ROWING CLUB A,8+,Intermediate: Club M,234,WeHORR 2018
SHEFFIELD HALLAM UNIVERSITY ROWING CLUB A,8+,Intermediate: University,235,WeHORR 2018
