Club,Boat Type,Sub Category,Rank,Event
MAIDSTONE INVICTA ROWING CLUB,1x,M Sch/Jun,150,Scullers Head 2018
BRISTOL CITY OF ROWING CLUB,1x,M MasB,152,Scullers Head 2018
BRISTOL CITY OF ROWING CLUB,1x,M Mas (Fresher D-G),153,Scullers Head 2018
WALBROOK ROWING CLUB,1x,M MasE,154,Scullers Head 2018
NEWARK ROWING CLUB,1x,M MasE,155,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M (Senior),156,Scullers Head 2018
HENLEY ROWING CLUB,1x,M MasB,157,Scullers Head 2018
UPPER THAMES ROWING CLUB,1x,M MasC,158,Scullers Head 2018
FURNIVALL SC,1x,M (Elite),159,Scullers Head 2018
WALTON ROWING CLUB,1x,M MasE,160,Scullers Head 2018
TEAM KEANE SCULLING SCHOOL,1x,M MasB,161,Scullers Head 2018
LEA ROWING CLUB,1x,M (Club),162,Scullers Head 2018
LONDON RC,1x,M MasE,163,Scullers Head 2018
BEDFORD ROWING CLUB,1x,M (Club),164,Scullers Head 2018
WALBROOK ROWING CLUB,1x,M Lwt (Club),165,Scullers Head 2018
IMPERIAL COLLEGE,1x,M U23,166,Scullers Head 2018
WOLFSON COLLEGE (OXFORD) BOAT CLUB,1x,M Lwt (Senior),168,Scullers Head 2018
PUTNEY TOWN RC,1x,M MasB,170,Scullers Head 2018
TWICKENHAM RC,1x,M Lwt (Senior),171,Scullers Head 2018
WESTMINSTER SCHOOL,1x,M J17,172,Scullers Head 2018
LONDON RC,1x,M (Elite),174,Scullers Head 2018
UPPER THAMES ROWING CLUB,1x,M MasE,175,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M (Senior),177,Scullers Head 2018
THAMES RC,1x,M Mas (Fresher A-C),178,Scullers Head 2018
CANTABRIGIAN ROWING CLUB,1x,M (Club),179,Scullers Head 2018
ST PAULS SCHOOL,1x,M J16,181,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M MasF,182,Scullers Head 2018
WARWICK BOAT CLUB,1x,M (Fresher),183,Scullers Head 2018
SHEFFIELD CITY OF ROWING CLUB,1x,M (Senior),184,Scullers Head 2018
THAMES RC,1x,M MasB,185,Scullers Head 2018
ST PAULS SCHOOL,1x,M J17,186,Scullers Head 2018
WOLFSON COLLEGE (OXFORD) BOAT CLUB,1x,M (Club),188,Scullers Head 2018
POPLAR BLACKWALL & DISTRICT,1x,M J16,189,Scullers Head 2018
VESTA ROWING CLUB,1x,M (Club),190,Scullers Head 2018
POPLAR BLACKWALL & DISTRICT,1x,M Lwt (Senior),191,Scullers Head 2018
BEWL BRIDGE ROWING CLUB,1x,M MasE,192,Scullers Head 2018
QUINTIN BC,1x,M MasE,193,Scullers Head 2018
LONDON RC,1x,M (Senior),194,Scullers Head 2018
POPLAR BLACKWALL & DISTRICT,1x,M Lwt (Senior),195,Scullers Head 2018
ROYAL AIR FORCE ROWING CLUB,1x,M MasD,196,Scullers Head 2018
QUINTIN BC,1x,M MasHI,197,Scullers Head 2018
HOLLINGWORTH LAKE ROWING CLUB,1x,M MasF,198,Scullers Head 2018
CARDIFF UNIVERSITY ALUMNI ROWING CLUB,1x,M MasA,199,Scullers Head 2018
WARWICK BOAT CLUB,1x,M (Senior),200,Scullers Head 2018
SUDBURY ROWING CLUB,1x,M J17,201,Scullers Head 2018
HOLLINGWORTH LAKE ROWING CLUB,1x,M J17,202,Scullers Head 2018
MAIDSTONE INVICTA ROWING CLUB,1x,M Sch/Jun,204,Scullers Head 2018
HENLEY ROWING CLUB,1x,Time Only,205,Scullers Head 2018
THAMES RC,1x,TimeOnly,206,Scullers Head 2018
HOLLINGWORTH LAKE ROWING CLUB,1x,M MasE,208,Scullers Head 2018
HENLEY ROWING CLUB,1x,M MasB,209,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M MasD,210,Scullers Head 2018
IPSWICH ROWING CLUB,1x,M (Club),211,Scullers Head 2018
HOLLINGWORTH LAKE ROWING CLUB,1x,M MasE,212,Scullers Head 2018
CANTABRIGIAN ROWING CLUB,1x,M (Fresher),213,Scullers Head 2018
BRISTOL CITY OF ROWING CLUB,1x,M MasD,215,Scullers Head 2018
GRANTA BOAT CLUB,1x,M MasE,216,Scullers Head 2018
WADHAM COLLEGE BOAT CLUB,1x,M (Club),219,Scullers Head 2018
BEDFORD ROWING CLUB,1x,M (Senior),221,Scullers Head 2018
TWICKENHAM RC,1x,M MasE,223,Scullers Head 2018
QUINTIN BC,1x,M MasF,224,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M MasF,226,Scullers Head 2018
LONDON RC,1x,M MasC,227,Scullers Head 2018
VESTA ROWING CLUB,1x,M MasD,230,Scullers Head 2018
WALBROOK ROWING CLUB,1x,M MasD,231,Scullers Head 2018
BEDFORD ROWING CLUB,1x,M Lwt (Club),233,Scullers Head 2018
BARN ELMS,1x,M J16,235,Scullers Head 2018
SONS OF THE THAMES,1x,M MasD,236,Scullers Head 2018
CHRIST CHURCH BOAT CLUB,1x,M U23,237,Scullers Head 2018
THAMES RC,1x,TimeOnly,238,Scullers Head 2018
ST PAULS SCHOOL,1x,M J17,239,Scullers Head 2018
SONS OF THE THAMES,1x,M MasA,240,Scullers Head 2018
POPLAR BLACKWALL & DISTRICT,1x,M MasB,243,Scullers Head 2018
YORK UNIVERSITY OF BOAT CLUB,1x,M U23,244,Scullers Head 2018
HENLEY ROWING CLUB,1x,M MasB,245,Scullers Head 2018
CURLEW ROWING CLUB,1x,M Mas (Fresher A-C),246,Scullers Head 2018
YORK CITY ROWING CLUB,1x,M MasC,247,Scullers Head 2018
HENLEY ROWING CLUB,1x,M MasB,248,Scullers Head 2018
BROADLAND BOAT CLUB,1x,M MasC,249,Scullers Head 2018
NORWICH ROWING CLUB,1x,M MasE,252,Scullers Head 2018
NORTH STAFFORDSHIRE ROWING CLUB,1x,M MasD,253,Scullers Head 2018
MARLOW ROWING CLUB,1x,M MasC,255,Scullers Head 2018
WALTON ROWING CLUB,1x,M MasF,256,Scullers Head 2018
PUTNEY TOWN RC,1x,M (Club),257,Scullers Head 2018
SONS OF THE THAMES,1x,M MasB,259,Scullers Head 2018
DART-TOTNES AMATEUR ROWING CLUB,1x,M MasG,260,Scullers Head 2018
ARDINGLY ROWING CLUB,1x,M MasF,261,Scullers Head 2018
WYCLIFFE COLLEGE,1x,M MasE,262,Scullers Head 2018
ST NEOTS ROWING CLUB,1x,M MasF,263,Scullers Head 2018
ETON EXCELSIOR ROWING CLUB,1x,M MasD,265,Scullers Head 2018
THAMES TRADESMEN,1x,M MasB,266,Scullers Head 2018
ETON EXCELSIOR ROWING CLUB,1x,M MasD,268,Scullers Head 2018
CANTABRIGIAN ROWING CLUB,1x,M MasC,269,Scullers Head 2018
DUBAI ROWING CLUB (AE),1x,M Mas (Fresher A-C),270,Scullers Head 2018
LONDON RC,1x,TimeOnly,271,Scullers Head 2018
PETERBOROUGH CITY ROWING CLUB,1x,M (Senior),273,Scullers Head 2018
MAIDENHEAD ROWING CLUB,1x,M MasD,274,Scullers Head 2018
CYGNET RC,1x,M (Club),275,Scullers Head 2018
READING ROWING CLUB,1x,M MasC,277,Scullers Head 2018
ETON EXCELSIOR ROWING CLUB,1x,M (Club),278,Scullers Head 2018
POPLAR BLACKWALL & DISTRICT,1x,M MasG,280,Scullers Head 2018
HOLLINGWORTH LAKE ROWING CLUB,1x,M MasF,281,Scullers Head 2018
BEWL BRIDGE ROWING CLUB,1x,M MasE,282,Scullers Head 2018
MAIDENHEAD ROWING CLUB,1x,M MasD,283,Scullers Head 2018
WALLINGFORD ROWING CLUB,1x,M MasHI,288,Scullers Head 2018
ESSEX UNIVERSITY OF ROWING CLUB,1x,M U23,289,Scullers Head 2018
SONS OF THE THAMES,1x,M MasE,290,Scullers Head 2018
ETON EXCELSIOR ROWING CLUB,1x,M MasC,292,Scullers Head 2018
NORTH STAFFORDSHIRE ROWING CLUB,1x,M MasC,293,Scullers Head 2018
WALLINGFORD ROWING CLUB,1x,M MasHI,298,Scullers Head 2018
PUTNEY TOWN RC,1x,M MasE,300,Scullers Head 2018
MEDWAY TOWNS ROWING CLUB,1x,M MasD,305,Scullers Head 2018
BROXBOURNE ROWING CLUB,1x,M MasF,307,Scullers Head 2018
WARWICK BOAT CLUB,1x,M MasD,308,Scullers Head 2018
MAIDENHEAD ROWING CLUB,1x,M MasF,310,Scullers Head 2018
CYGNET RC,1x,M MasC,311,Scullers Head 2018
QUINTIN BC,1x,M (Club),313,Scullers Head 2018
MARLOW ROWING CLUB,1x,M MasE,315,Scullers Head 2018
MOLESEY BOAT CLUB,1x,M MasF,316,Scullers Head 2018
BRISTOL CITY OF ROWING CLUB,1x,M MasD,318,Scullers Head 2018
BROXBOURNE ROWING CLUB,1x,M MasE,322,Scullers Head 2018
BEDFORD ROWING CLUB,1x,M (Club),325,Scullers Head 2018
MOLESEY BOAT CLUB,1x,M MasE,326,Scullers Head 2018
CYGNET RC,1x,M Mas (Fresher A-C),327,Scullers Head 2018
QUINTIN BC,1x,M MasF,328,Scullers Head 2018
TEAM KEANE SCULLING SCHOOL,1x,M MasD,331,Scullers Head 2018
AURIOL KENSINGTON,1x,M Lwt (Club),339,Scullers Head 2018
GLOBE ROWING CLUB,1x,M Lwt (Club),340,Scullers Head 2018
FULHAM REACH RC,1x,M Mas (Fresher D-G),341,Scullers Head 2018
LEA ROWING CLUB,1x,M MasA,342,Scullers Head 2018
PARR'S PRIORY,1x,M MasD,343,Scullers Head 2018
MAIDENHEAD ROWING CLUB,1x,M MasF,344,Scullers Head 2018
ETON EXCELSIOR ROWING CLUB,1x,M MasB,345,Scullers Head 2018
DART-TOTNES AMATEUR ROWING CLUB,1x,M MasHI,346,Scullers Head 2018
FURNIVALL SC,1x,M MasF,347,Scullers Head 2018
VESTA ROWING CLUB,1x,M MasG,348,Scullers Head 2018
CYGNET RC,1x,M MasE,352,Scullers Head 2018
BENTHAM BOAT CLUB,1x,M MasE,356,Scullers Head 2018
BELFAST BOAT CLUB (IE),1x,M Mas (Fresher D-G),359,Scullers Head 2018
CHAMPION OF THE THAMES (CAMBRIDGE),1x,M MasE,361,Scullers Head 2018
THYRO ROWING CLUB,1x,TimeOnly,363,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M MasG,372,Scullers Head 2018
LONDON RC,1x,M (Fresher),373,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M Mas (Fresher D-G),374,Scullers Head 2018
PUTNEY TOWN RC,1x,M MasG,375,Scullers Head 2018
COTSWOLD ROWING CLUB,1x,M MasHI,379,Scullers Head 2018
CYGNET RC,1x,M MasB,382,Scullers Head 2018
GLOUCESTER ROWING CLUB,1x,M MasG,384,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M MasC,385,Scullers Head 2018
PUTNEY TOWN RC,1x,M MasE,387,Scullers Head 2018
MARLOW ROWING CLUB,1x,M MasC,389,Scullers Head 2018
THAMES RC,1x,M MasF,391,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M MasG,392,Scullers Head 2018
PUTNEY TOWN RC,1x,M (Fresher),393,Scullers Head 2018
BENTHAM BOAT CLUB,1x,M MasF,395,Scullers Head 2018
LEA ROWING CLUB,1x,M (Club),396,Scullers Head 2018
TEAM KEANE SCULLING SCHOOL,1x,M MasF,398,Scullers Head 2018
GLOBE ROWING CLUB,1x,M J16,400,Scullers Head 2018
NORWICH ROWING CLUB,1x,M MasE,402,Scullers Head 2018
LEA ROWING CLUB,1x,M MasHI,403,Scullers Head 2018
LONDON RC,1x,M MasF,407,Scullers Head 2018
SONS OF THE THAMES,1x,M Mas (Fresher A-C),408,Scullers Head 2018
THAMES RC,1x,M Mas (Fresher D-G),413,Scullers Head 2018
AURIOL KENSINGTON,1x,M MasD,414,Scullers Head 2018
PUTNEY TOWN RC,1x,M MasG,416,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M Mas (Fresher D-G),418,Scullers Head 2018
TIDEWAY SCULLERS SCHOOL,1x,M Mas (Fresher D-G),423,Scullers Head 2018
MARLOW ROWING CLUB,1x,M Mas (Fresher D-G),429,Scullers Head 2018
WARWICK BOAT CLUB,1x,M Mas (Fresher A-C),431,Scullers Head 2018
B T C (SOUTHAMPTON) ROWING CLUB,1x,M MasHI,434,Scullers Head 2018
MARLOW ROWING CLUB,1x,M Mas (Fresher D-G),439,Scullers Head 2018
MARLOW ROWING CLUB,1x,M Mas (Fresher D-G),441,Scullers Head 2018
LONDON RC,1x,M MasF,447,Scullers Head 2018
GLOBE ROWING CLUB,1x,M Sch/Jun,457,Scullers Head 2018
LEANDER CLUB,4x,U23.4x-,1,Fours Head 2018
LEANDER CLUB 'B',4x,4x- Band 1,2,Fours Head 2018
OXFORD BROOKES,4x,4x- Band 1,3,Fours Head 2018
LEANDER CLUB 'C',4x,4x- Band 1,4,Fours Head 2018
LEANDER CLUB 'A',4-,4- Band 1,5,Fours Head 2018
GOLDIE BC 'A',4+,4+ Band 1,6,Fours Head 2018
READING UNIV 'A',4x,U23.4x-,7,Fours Head 2018
ISIS BC 'A',4-,4- Band 1,8,Fours Head 2018
LEANDER CLUB 'B',4-,4- Band 1,9,Fours Head 2018
LONDON UNIV,4-,4- Band 1,10,Fours Head 2018
TIDEWAY SC SCH 'A',4x,4x- Band 1,11,Fours Head 2018
ISIS BC 'A',4+,4+ Band 1,12,Fours Head 2018
NEWCASTLE UNIV,4x,U23.4x-,13,Fours Head 2018
ST PAUL'S SCH 'A',4x,J18.4x-,14,Fours Head 2018
THAMES RC 'A',4-,4- Band 1,15,Fours Head 2018
IMPERIAL COLL,4-,4- Band 1,16,Fours Head 2018
TIDEWAY SC SCH 'B',4x,4x- Band 1,17,Fours Head 2018
LEANDER CLUB 'A',4x,J18.4x-,18,Fours Head 2018
NEWCASTLE UNIV,4-,4- Band 1,19,Fours Head 2018
MAIDENHEAD RC 'A',4x,J18.4x-,20,Fours Head 2018
GOLDIE BC,4-,4- Band 1,21,Fours Head 2018
TIDEWAY SC SCH,4-,4- Band 1,22,Fours Head 2018
THAMES RC,4x,4x- Band 2,23,Fours Head 2018
MOLESEY BC 'A',4-,4- Band 1,24,Fours Head 2018
NEWCASTLE UNIV,4x,4x- Band 1,25,Fours Head 2018
READING UNIV 'B',4x,U23.4x-,26,Fours Head 2018
WINDSOR BOYS 'A',4x,J18.4x-,27,Fours Head 2018
WESTMINSTER SCH 'C',4x,J18.4x-,28,Fours Head 2018
THAMES RC 'B',4-,4- Band 1,29,Fours Head 2018
GOLDIE BC 'B',4+,4+ Band 1,30,Fours Head 2018
GOLDIE BC 'C',4+,4+ Band 1,31,Fours Head 2018
GT MARLOW SCH,4x,J18.4x-,32,Fours Head 2018
THAMES RC 'C',4-,4- Band 1,33,Fours Head 2018
LONDON UNIV 'A',4+,4+ Band 1,34,Fours Head 2018
YORK UNIV,4x,4x- Band 2,35,Fours Head 2018
UPPER THAMES RC 'B',4x,4x- Band 1,36,Fours Head 2018
TYRIAN CLUB,4x,4x- Band 1,37,Fours Head 2018
LEA RC,4-,4- Band 1,38,Fours Head 2018
GRANTA BC,4x,4x- Band 2,39,Fours Head 2018
ELIZABETHAN BC/ IMPERIAL COLL,4x,4x- Band 1,40,Fours Head 2018
SHIPLAKE COLL,4x,J18.4x-,41,Fours Head 2018
TIDEWAY SC SCH 'B',4x,J18.4x-,42,Fours Head 2018
IMPERIAL COLL 'A',4x,U23.4x-,43,Fours Head 2018
HINKSEY SC SCH 'A',4x,J18.4x-,44,Fours Head 2018
LEANDER CLUB 'D',4-,4- Band 1,45,Fours Head 2018
DERBY RC,4x,4x- Band 1,46,Fours Head 2018
ISIS BC 'B',4+,4+ Band 1,47,Fours Head 2018
OXFORD CITY,4-,4- Band 1,48,Fours Head 2018
TIDEWAY SC SCH 'C',4x,4x- Band 1,49,Fours Head 2018
NOTTINGHAM RC,4x,4x- Band 2,50,Fours Head 2018
BRISTOL UNIV,4x,U23.4x-,51,Fours Head 2018
MARLOW RC 'A',4x,J18.4x-,52,Fours Head 2018
LLANDAFF RC,4x,J18.4x-,53,Fours Head 2018
THAMES RC 'A',4+,4+ Band 1,54,Fours Head 2018
WALTON RC,4x,4x- Band 1,55,Fours Head 2018
IMPERIAL COLL 'A',4+,4+ Band 1,56,Fours Head 2018
HENLEY RC 'A',4x,J18.4x-,57,Fours Head 2018
THAMES RC 'D',4-,4- Band 2,58,Fours Head 2018
LONDON RC 'D',4-,4- Band 1,59,Fours Head 2018
ST PAUL'S SCH 'B',4x,J18.4x-,60,Fours Head 2018
CAMBRIDGE 99,4x,4x- Band 2,61,Fours Head 2018
ISIS BC 'C',4+,4+ Band 3,62,Fours Head 2018
LEANDER CLUB 'A',4x,W.4x- Band 1,63,Fours Head 2018
THAMES RC 'B',4+,4+ Band 1,64,Fours Head 2018
KINGSTON RC 'A',4+,4+ Band 1,65,Fours Head 2018
SHREWSBURY SCH,4x,J18.4x-,66,Fours Head 2018
CURLEW RC,4-,4- Band 1,67,Fours Head 2018
GOLDIE BC 'D',4+,4+ Band 2,68,Fours Head 2018
LEICESTER RC/ NOTTINGHAM RC,4-,4- Band 2,69,Fours Head 2018
MOLESEY BC,4+,4+ Band 1,70,Fours Head 2018
LEANDER CLUB 'B',4x,J18.4x-,71,Fours Head 2018
MOLESEY BC 'B',4-,4- Band 1,72,Fours Head 2018
LEANDER CLUB 'B',4+,4+ Band 1,73,Fours Head 2018
ARDINGLY RC,4x,4x- Band 2,74,Fours Head 2018
TIDEWAY SC SCH 'D',4x,4x- Band 2,75,Fours Head 2018
ST PAUL'S SCH,4+,J18.4+,76,Fours Head 2018
SEECLUB ZUERICH,4+,4+ Band 1,77,Fours Head 2018
NORWICH SCH 'A',4x,J18.4x-,78,Fours Head 2018
LATYMER UPPER,4-,4- Band 2,79,Fours Head 2018
TIDEWAY SC SCH 'A',4x,J18.4x-,80,Fours Head 2018
READING UNIV,4x,4x- Band 2,81,Fours Head 2018
MOLESEY BC 'D',4-,4- Band 1,82,Fours Head 2018
BRISTOL CITY 'A',4-,4- Band 2,83,Fours Head 2018
ITCHEN IMPERIAL,4-,4- Band 1,84,Fours Head 2018
OXFORD CITY 'A',4+,4+ Band 1,85,Fours Head 2018
YORK CITY RC,4x,J18.4x-,86,Fours Head 2018
READING UNIV 'D',4x,U23.4x-,87,Fours Head 2018
EXETER RC,4-,4- Band 2,88,Fours Head 2018
CANTAGBRIGIAN RC,4x,4x- Band 2,89,Fours Head 2018
ST PAUL'S SCH 'C',4x,J18.4x-,90,Fours Head 2018
BRISTOL CITY 'B',4-,4- Band 2,91,Fours Head 2018
THAMES RC 'C',4+,4+ Band 2,92,Fours Head 2018
UPPER THAMES RC 'A',4x,4x- Band 1,93,Fours Head 2018
RGS H WYCOMBE,4x,J18.4x-,94,Fours Head 2018
LONDON UNIV,4x,W.4x- Band 1,95,Fours Head 2018
CASTLE SEMPLE,4x,4x- Band 2,96,Fours Head 2018
LEANDER CLUB 'A',4-,W.4- Band 1,97,Fours Head 2018
MAIDENHEAD RC,4x,4x- Band 2,98,Fours Head 2018
MOLESEY BC 'C',4-,4- Band 1,99,Fours Head 2018
BRISTOL UNIV 'B',4+,4+ Band 3,100,Fours Head 2018
NORWICH RC,4-,4- Band 1,101,Fours Head 2018
BRISTOL CITY,4x,J18.4x-,102,Fours Head 2018
ETON COLL,4x,U23.4x-,103,Fours Head 2018
NEWCASTLE UNIV,4x,W.4x- Band 1,104,Fours Head 2018
KINGSTON RC 'B',4+,4+ Band 1,105,Fours Head 2018
HENLEY RC 'B',4x,J18.4x-,106,Fours Head 2018
LONDON RC 'A',4-,4- Band 1,107,Fours Head 2018
UPPER THAMES RC,4-,4- Band 1,108,Fours Head 2018
TIDEWAY SC SCH,4+,4+ Band 1,109,Fours Head 2018
LATYMER UPPER,4x,J18.4x-,110,Fours Head 2018
DERBY RC,4x,J18.4x-,111,Fours Head 2018
CHRIST CHURCH,4-,4- Band 1,112,Fours Head 2018
READING RC 'A',4-,4- Band 2,113,Fours Head 2018
ST PAUL'S SCH,4+,4+ Band 1,114,Fours Head 2018
OXFORD UNIV LWT,4-,4- Band 2,115,Fours Head 2018
DULWICH COLL 'A',4x,J18.4x-,116,Fours Head 2018
LONDON RC 'B',4-,4- Band 1,117,Fours Head 2018
MOLESEY BC 'A',4-,W.4- Band 1,118,Fours Head 2018
RADLEY COLL 'B',4+,J18.4+,119,Fours Head 2018
CLAIRES COURT,4x,J18.4x-,120,Fours Head 2018
TIDEWAY SC SCH 'A',4x,W.4x- Band 1,121,Fours Head 2018
SHREWSBURY SCH 'A',4+,J18.4+,122,Fours Head 2018
LEANDER CLUB,4x,W.U23.4x-,123,Fours Head 2018
ETON COLL 'A',4+,J18.4+,124,Fours Head 2018
WALTON RC,4x,J18.4x-,125,Fours Head 2018
A B SEVERN RC,4x,J18.4x-,126,Fours Head 2018
MARLOW RC 'B',4x,J18.4x-,127,Fours Head 2018
IMPERIAL COLL 'B',4x,U23.4x-,128,Fours Head 2018
BRISTOL UNIV,4-,4- Band 2,129,Fours Head 2018
MARLOW RC,4x,4x- Band 2,130,Fours Head 2018
READING UNIV 'A',4x,W.U23.4x-,131,Fours Head 2018
KING'S COLL SCH 'A',4+,J18.4+,132,Fours Head 2018
IMPERIAL COLL 'B',4+,4+ Band 2,133,Fours Head 2018
IMPERIAL COLL,4x,4x- Band 2,134,Fours Head 2018
HENLEY RC 'A',4x,W.J18.4x-,135,Fours Head 2018
MOLESEY BC 'A',4x,W.4x- Band 1,136,Fours Head 2018
LEICESTER RC/ NOTTINGHAM RC,4x,W.4x- Band 1,137,Fours Head 2018
YORK CITY RC 'A',4x,4x- Band 1,138,Fours Head 2018
ABINGDON SCH 'A',4+,J18.4+,139,Fours Head 2018
LONDON RC 'A',4+,4+ Band 1,140,Fours Head 2018
WARWICK UNIV 'B',4+,4+ Band 3,141,Fours Head 2018
KING'S COLL SCH 'C',4x,J18.4x-,142,Fours Head 2018
PETERBOROUGH,4x,J18.4x-,143,Fours Head 2018
KING'S COLL SCH 'B',4x,J18.4x-,144,Fours Head 2018
CHRISTCHURCH RC,4-,4- Band 2,145,Fours Head 2018
KING'S COLL SCH 'A',4x,J18.4x-,146,Fours Head 2018
LEA RC 'A',4+,4+ Band 1,147,Fours Head 2018
CAMBRIDGE CITY 'A',4-,4- Band 2,148,Fours Head 2018
AMERICAN SCH,4x,J18.4x-,149,Fours Head 2018
TIDEWAY SC SCH 'E',4x,4x- Band 1,150,Fours Head 2018
SHEFFIELD CITY,4-,4- Band 2,151,Fours Head 2018
FURNIVALL SC,4x,4x- Band 2,152,Fours Head 2018
AURIOL KEN,4-,4- Band 2,153,Fours Head 2018
EMANUEL SCH 'A',4x,J18.4x-,154,Fours Head 2018
EXETER UNIV,4x,U23.4x-,155,Fours Head 2018
CAMBRIDGE UWBC 'A',4-,W.4- Band 1,156,Fours Head 2018
W BORLASE SCH,4x,J18.4x-,157,Fours Head 2018
RADLEY COLL 'A',4+,J18.4+,158,Fours Head 2018
W ENGLAND UNIV,4-,4- Band 2,159,Fours Head 2018
ST GEORGE'S COL,4x,J18.4x-,160,Fours Head 2018
MAIDSTONE INV,4x,4x- Band 2,161,Fours Head 2018
NORWICH SCH 'B',4x,J18.4x-,162,Fours Head 2018
HENLEY RC 'C',4x,J18.4x-,163,Fours Head 2018
ARDINGLY RC,4x,J18.4x-,164,Fours Head 2018
MAIDSTONE INV,4x,J18.4x-,165,Fours Head 2018
MARLOW RC,4+,4+ Band 2,166,Fours Head 2018
CANTAGBRIGIAN RC,4+,4+ Band 2,167,Fours Head 2018
CLAIRES COURT,4x,4x- Band 1,168,Fours Head 2018
YORK CITY RC,4+,4+ Band 2,169,Fours Head 2018
MAIDSTONE INV,4-,4- Band 2,170,Fours Head 2018
EXETER UNIV,4x,W.4x- Band 1,171,Fours Head 2018
VESTA RC 'A',4+,4+ Band 2,172,Fours Head 2018
ST PAUL'S SCH,4-,4- Band 1,173,Fours Head 2018
BRIDGNORTH RC,4-,4- Band 1,174,Fours Head 2018
RADLEY COLL,4x,J18.4x-,175,Fours Head 2018
NORWICH SCH,4+,J18.4+,176,Fours Head 2018
ROB ROY BC,4x,U23.4x-,177,Fours Head 2018
READING RC,4+,4+ Band 2,178,Fours Head 2018
VESTA RC 'A',4-,4- Band 2,179,Fours Head 2018
PETERBOROUGH,4x,4x- Band 2,180,Fours Head 2018
PUTNEY TOWN,4-,4- Band 2,181,Fours Head 2018
MOLESEY BC/ SURREY UNIV,4-,4- Band 2,182,Fours Head 2018
MAIDENHEAD RC 'B',4x,J18.4x-,183,Fours Head 2018
CAMBRIDGE UWBC 'A',4+,W.4+ Band 1,184,Fours Head 2018
MOLESEY BC 'B',4-,W.4- Band 1,185,Fours Head 2018
WESTMINSTER SCH 'B',4+,J18.4+,186,Fours Head 2018
RADLEY COLL 'C',4+,J18.4+,187,Fours Head 2018
EXETER UNIV 'A',4+,4+ Band 3,188,Fours Head 2018
LEA RC 'C',4+,4+ Band 2,189,Fours Head 2018
ST NEOTS RC,4+,4+ Band 2,190,Fours Head 2018
LATYMER UPPER,4+,J18.4+,191,Fours Head 2018
BEDFORD RC,4x,4x- Band 2,192,Fours Head 2018
BROXBOURNE RC,4-,4- Band 1,193,Fours Head 2018
LEANDER CLUB,4+,W.4+ Band 1,194,Fours Head 2018
CURLEW RC,4+,4+ Band 2,195,Fours Head 2018
BATH UNIV 'A',4+,4+ Band 2,196,Fours Head 2018
WORCESTER RC,4x,J18.4x-,197,Fours Head 2018
WESTMINSTER SCH 'A',4+,J18.4+,198,Fours Head 2018
HINKSEY SC SCH 'B',4x,J18.4x-,199,Fours Head 2018
VESTA RC 'B',4+,4+ Band 1,200,Fours Head 2018
QUINTIN BC,4+,4+ Band 2,201,Fours Head 2018
STRATFORD AVON,4+,4+ Band 1,202,Fours Head 2018
MINERVA BATH RC/ UPPER THAMES RC,4+,4+ Band 1,203,Fours Head 2018
IMPERIAL COLL,4-,W.4- Band 2,204,Fours Head 2018
TIDEWAY SC SCH,4-,W.4- Band 1,205,Fours Head 2018
LONDON UNIV,4x,W.U23.4x-,206,Fours Head 2018
LEICESTER RC,4x,4x- Band 2,207,Fours Head 2018
LEA RC 'B',4+,4+ Band 1,208,Fours Head 2018
TIDEWAY SC SCH,4x,W.U23.4x-,209,Fours Head 2018
CARDIFF CITY RC,4-,4- Band 2,210,Fours Head 2018
THAMES RC 'E',4-,4- Band 1,211,Fours Head 2018
YORK CITY RC 'B',4x,4x- Band 2,212,Fours Head 2018
CAMBRIDGE UWBC 'B',4-,W.4- Band 1,213,Fours Head 2018
IMPERIAL COLL/ THAMES RC 'C',4+,W.4+ Band 1,214,Fours Head 2018
READING UNIV,4x,W.4x- Band 1,215,Fours Head 2018
THAMES RC 'B',4-,W.4- Band 2,216,Fours Head 2018
LONDON RC 'B',4+,4+ Band 2,217,Fours Head 2018
MINERVA BATH RC,4-,4- Band 2,218,Fours Head 2018
DULWICH COLL 'B',4x,J18.4x-,219,Fours Head 2018
UC LONDON 'A',4+,4+ Band 3,220,Fours Head 2018
LATYMER UPPER,4x,W.U23.4x-,221,Fours Head 2018
EXETER UNIV 'B',4+,4+ Band 3,222,Fours Head 2018
MAIDSTONE INV,4+,4+ Band 2,223,Fours Head 2018
CAMBRIDGE CITY 'B',4-,4- Band 2,224,Fours Head 2018
DULWICH COLL 'A',4+,J18.4+,225,Fours Head 2018
SHIPLAKE COLL,4+,J18.4+,226,Fours Head 2018
MARLOW RC,4x,W.J18.4x-,227,Fours Head 2018
WARWICK UNIV 'A',4+,4+ Band 2,228,Fours Head 2018
